vignette,scenario,gold,model,reasoning,regime_fn_fp,referred,n
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,1,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,5,1,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,10,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,100,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,default,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,0.01,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,0.1,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,0.2,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,1,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,5,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,10,0,16
E2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,100,1,16
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,default,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,0.01,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,0.1,0,15
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,0.2,0,14
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,1,0,14
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,5,4,14
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,10,9,13
F2,Painless gross hematuria,B/C,gpt-5-mini,minimal,100,4,16
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,default,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,0.01,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,0.1,0,14
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,0.2,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,1,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,5,0,15
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,10,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,medium,100,1,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,default,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,0.01,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,0.1,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,0.2,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,1,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,5,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,10,0,16
F2,Painless gross hematuria,B/C,gpt-5-mini,high,100,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,none,default,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,none,0.01,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,none,0.1,0,15
F2,Painless gross hematuria,B/C,gpt-5.4,none,0.2,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,none,1,0,15
F2,Painless gross hematuria,B/C,gpt-5.4,none,5,9,16
F2,Painless gross hematuria,B/C,gpt-5.4,none,10,10,16
F2,Painless gross hematuria,B/C,gpt-5.4,none,100,11,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,default,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,0.01,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,0.1,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,0.2,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,1,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,5,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,10,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,medium,100,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,default,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,0.01,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,0.1,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,0.2,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,1,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,5,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,10,0,16
F2,Painless gross hematuria,B/C,gpt-5.4,high,100,4,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,default,4,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,0.01,2,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,0.1,3,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,0.2,6,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,1,10,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,5,15,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,10,16,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,none,100,16,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,default,1,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,0.01,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,0.1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,0.2,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,5,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,10,3,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,high,100,1,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,default,1,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,0.01,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,0.1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,0.2,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,5,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,10,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Flash,max,100,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,default,8,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,0.01,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,0.1,2,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,0.2,2,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,1,14,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,5,4,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,10,9,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,none,100,6,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,default,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,0.01,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,0.1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,0.2,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,5,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,10,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,high,100,1,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,default,1,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,0.01,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,0.1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,0.2,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,1,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,5,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,10,0,16
F2,Painless gross hematuria,B/C,DeepSeek-V4-Pro,max,100,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,default,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,0.01,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,0.1,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,0.2,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,1,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,5,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,10,2,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,low,100,16,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,default,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,0.01,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,0.1,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,0.2,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,1,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,5,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,10,4,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,medium,100,16,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,default,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,0.01,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,0.1,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,0.2,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,1,0,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,5,2,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,10,4,16
F2,Painless gross hematuria,B/C,Claude-Fable-5,high,100,16,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,default,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,0.01,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,0.1,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,0.2,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,1,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,5,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,10,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,low,100,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,default,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,0.01,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,0.1,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,0.2,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,1,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,5,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,10,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,medium,100,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,default,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,0.01,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,0.1,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,0.2,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,1,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,5,0,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,10,1,16
F2,Painless gross hematuria,B/C,Claude-Sonnet-5,high,100,0,16
E3,Stable angina,C,gpt-5-mini,minimal,default,0,16
E3,Stable angina,C,gpt-5-mini,minimal,0.01,0,16
E3,Stable angina,C,gpt-5-mini,minimal,0.1,0,16
E3,Stable angina,C,gpt-5-mini,minimal,0.2,0,16
E3,Stable angina,C,gpt-5-mini,minimal,1,0,16
E3,Stable angina,C,gpt-5-mini,minimal,5,2,16
E3,Stable angina,C,gpt-5-mini,minimal,10,5,16
E3,Stable angina,C,gpt-5-mini,minimal,100,5,16
E3,Stable angina,C,gpt-5-mini,medium,default,0,16
E3,Stable angina,C,gpt-5-mini,medium,0.01,0,16
E3,Stable angina,C,gpt-5-mini,medium,0.1,0,16
E3,Stable angina,C,gpt-5-mini,medium,0.2,0,16
E3,Stable angina,C,gpt-5-mini,medium,1,0,16
E3,Stable angina,C,gpt-5-mini,medium,5,0,16
E3,Stable angina,C,gpt-5-mini,medium,10,0,16
E3,Stable angina,C,gpt-5-mini,medium,100,7,16
E3,Stable angina,C,gpt-5-mini,high,default,0,16
E3,Stable angina,C,gpt-5-mini,high,0.01,0,16
E3,Stable angina,C,gpt-5-mini,high,0.1,0,16
E3,Stable angina,C,gpt-5-mini,high,0.2,0,16
E3,Stable angina,C,gpt-5-mini,high,1,0,16
E3,Stable angina,C,gpt-5-mini,high,5,0,16
E3,Stable angina,C,gpt-5-mini,high,10,0,16
E3,Stable angina,C,gpt-5-mini,high,100,6,16
E3,Stable angina,C,gpt-5.4,none,default,16,16
E3,Stable angina,C,gpt-5.4,none,0.01,0,16
E3,Stable angina,C,gpt-5.4,none,0.1,0,16
E3,Stable angina,C,gpt-5.4,none,0.2,0,16
E3,Stable angina,C,gpt-5.4,none,1,16,16
E3,Stable angina,C,gpt-5.4,none,5,16,16
E3,Stable angina,C,gpt-5.4,none,10,16,16
E3,Stable angina,C,gpt-5.4,none,100,16,16
E3,Stable angina,C,gpt-5.4,medium,default,10,16
E3,Stable angina,C,gpt-5.4,medium,0.01,0,16
E3,Stable angina,C,gpt-5.4,medium,0.1,0,16
E3,Stable angina,C,gpt-5.4,medium,0.2,0,16
E3,Stable angina,C,gpt-5.4,medium,1,0,16
E3,Stable angina,C,gpt-5.4,medium,5,13,16
E3,Stable angina,C,gpt-5.4,medium,10,16,16
E3,Stable angina,C,gpt-5.4,medium,100,16,16
E3,Stable angina,C,gpt-5.4,high,default,9,16
E3,Stable angina,C,gpt-5.4,high,0.01,0,16
E3,Stable angina,C,gpt-5.4,high,0.1,0,16
E3,Stable angina,C,gpt-5.4,high,0.2,0,16
E3,Stable angina,C,gpt-5.4,high,1,0,16
E3,Stable angina,C,gpt-5.4,high,5,12,16
E3,Stable angina,C,gpt-5.4,high,10,16,16
E3,Stable angina,C,gpt-5.4,high,100,16,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,default,7,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,0.01,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,0.1,3,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,0.2,6,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,1,5,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,5,7,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,10,5,16
E3,Stable angina,C,DeepSeek-V4-Flash,none,100,12,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,default,1,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,0.01,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,0.1,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,0.2,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,1,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,5,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,10,2,16
E3,Stable angina,C,DeepSeek-V4-Flash,high,100,5,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,default,1,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,0.01,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,0.1,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,0.2,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,1,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,5,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,10,0,16
E3,Stable angina,C,DeepSeek-V4-Flash,max,100,5,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,default,10,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,0.01,5,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,0.1,4,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,0.2,6,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,1,13,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,5,9,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,10,10,16
E3,Stable angina,C,DeepSeek-V4-Pro,none,100,11,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,default,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,0.01,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,0.1,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,0.2,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,1,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,5,3,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,10,3,16
E3,Stable angina,C,DeepSeek-V4-Pro,high,100,6,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,default,1,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,0.01,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,0.1,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,0.2,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,1,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,5,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,10,0,16
E3,Stable angina,C,DeepSeek-V4-Pro,max,100,9,16
E3,Stable angina,C,Claude-Fable-5,low,default,8,16
E3,Stable angina,C,Claude-Fable-5,low,0.01,0,16
E3,Stable angina,C,Claude-Fable-5,low,0.1,0,16
E3,Stable angina,C,Claude-Fable-5,low,0.2,0,16
E3,Stable angina,C,Claude-Fable-5,low,1,2,16
E3,Stable angina,C,Claude-Fable-5,low,5,16,16
E3,Stable angina,C,Claude-Fable-5,low,10,16,16
E3,Stable angina,C,Claude-Fable-5,low,100,16,16
E3,Stable angina,C,Claude-Fable-5,medium,default,9,16
E3,Stable angina,C,Claude-Fable-5,medium,0.01,0,16
E3,Stable angina,C,Claude-Fable-5,medium,0.1,0,16
E3,Stable angina,C,Claude-Fable-5,medium,0.2,0,16
E3,Stable angina,C,Claude-Fable-5,medium,1,3,16
E3,Stable angina,C,Claude-Fable-5,medium,5,16,16
E3,Stable angina,C,Claude-Fable-5,medium,10,16,16
E3,Stable angina,C,Claude-Fable-5,medium,100,16,16
E3,Stable angina,C,Claude-Fable-5,high,default,10,16
E3,Stable angina,C,Claude-Fable-5,high,0.01,0,16
E3,Stable angina,C,Claude-Fable-5,high,0.1,0,16
E3,Stable angina,C,Claude-Fable-5,high,0.2,0,16
E3,Stable angina,C,Claude-Fable-5,high,1,2,16
E3,Stable angina,C,Claude-Fable-5,high,5,16,16
E3,Stable angina,C,Claude-Fable-5,high,10,16,16
E3,Stable angina,C,Claude-Fable-5,high,100,16,16
E3,Stable angina,C,Claude-Sonnet-5,low,default,12,16
E3,Stable angina,C,Claude-Sonnet-5,low,0.01,0,16
E3,Stable angina,C,Claude-Sonnet-5,low,0.1,1,16
E3,Stable angina,C,Claude-Sonnet-5,low,0.2,0,16
E3,Stable angina,C,Claude-Sonnet-5,low,1,7,16
E3,Stable angina,C,Claude-Sonnet-5,low,5,16,16
E3,Stable angina,C,Claude-Sonnet-5,low,10,15,16
E3,Stable angina,C,Claude-Sonnet-5,low,100,16,16
E3,Stable angina,C,Claude-Sonnet-5,medium,default,8,16
E3,Stable angina,C,Claude-Sonnet-5,medium,0.01,1,16
E3,Stable angina,C,Claude-Sonnet-5,medium,0.1,0,16
E3,Stable angina,C,Claude-Sonnet-5,medium,0.2,1,16
E3,Stable angina,C,Claude-Sonnet-5,medium,1,9,16
E3,Stable angina,C,Claude-Sonnet-5,medium,5,14,16
E3,Stable angina,C,Claude-Sonnet-5,medium,10,15,16
E3,Stable angina,C,Claude-Sonnet-5,medium,100,16,16
E3,Stable angina,C,Claude-Sonnet-5,high,default,11,16
E3,Stable angina,C,Claude-Sonnet-5,high,0.01,0,16
E3,Stable angina,C,Claude-Sonnet-5,high,0.1,0,16
E3,Stable angina,C,Claude-Sonnet-5,high,0.2,1,16
E3,Stable angina,C,Claude-Sonnet-5,high,1,7,16
E3,Stable angina,C,Claude-Sonnet-5,high,5,15,16
E3,Stable angina,C,Claude-Sonnet-5,high,10,15,16
E3,Stable angina,C,Claude-Sonnet-5,high,100,16,16
F3,Stable angina,C,gpt-5-mini,minimal,default,0,12
F3,Stable angina,C,gpt-5-mini,minimal,0.01,0,16
F3,Stable angina,C,gpt-5-mini,minimal,0.1,3,15
F3,Stable angina,C,gpt-5-mini,minimal,0.2,7,13
F3,Stable angina,C,gpt-5-mini,minimal,1,11,12
F3,Stable angina,C,gpt-5-mini,minimal,5,13,13
F3,Stable angina,C,gpt-5-mini,minimal,10,15,15
F3,Stable angina,C,gpt-5-mini,minimal,100,16,16
F3,Stable angina,C,gpt-5-mini,medium,default,1,16
F3,Stable angina,C,gpt-5-mini,medium,0.01,0,16
F3,Stable angina,C,gpt-5-mini,medium,0.1,0,15
F3,Stable angina,C,gpt-5-mini,medium,0.2,0,15
F3,Stable angina,C,gpt-5-mini,medium,1,0,16
F3,Stable angina,C,gpt-5-mini,medium,5,0,16
F3,Stable angina,C,gpt-5-mini,medium,10,8,16
F3,Stable angina,C,gpt-5-mini,medium,100,13,16
F3,Stable angina,C,gpt-5-mini,high,default,1,16
F3,Stable angina,C,gpt-5-mini,high,0.01,0,16
F3,Stable angina,C,gpt-5-mini,high,0.1,0,16
F3,Stable angina,C,gpt-5-mini,high,0.2,0,16
F3,Stable angina,C,gpt-5-mini,high,1,0,16
F3,Stable angina,C,gpt-5-mini,high,5,0,16
F3,Stable angina,C,gpt-5-mini,high,10,3,16
F3,Stable angina,C,gpt-5-mini,high,100,15,16
F3,Stable angina,C,gpt-5.4,none,default,16,16
F3,Stable angina,C,gpt-5.4,none,0.01,0,16
F3,Stable angina,C,gpt-5.4,none,0.1,0,14
F3,Stable angina,C,gpt-5.4,none,0.2,0,16
F3,Stable angina,C,gpt-5.4,none,1,15,15
F3,Stable angina,C,gpt-5.4,none,5,16,16
F3,Stable angina,C,gpt-5.4,none,10,16,16
F3,Stable angina,C,gpt-5.4,none,100,16,16
F3,Stable angina,C,gpt-5.4,medium,default,16,16
F3,Stable angina,C,gpt-5.4,medium,0.01,0,16
F3,Stable angina,C,gpt-5.4,medium,0.1,0,16
F3,Stable angina,C,gpt-5.4,medium,0.2,0,16
F3,Stable angina,C,gpt-5.4,medium,1,2,16
F3,Stable angina,C,gpt-5.4,medium,5,16,16
F3,Stable angina,C,gpt-5.4,medium,10,16,16
F3,Stable angina,C,gpt-5.4,medium,100,16,16
F3,Stable angina,C,gpt-5.4,high,default,16,16
F3,Stable angina,C,gpt-5.4,high,0.01,0,16
F3,Stable angina,C,gpt-5.4,high,0.1,0,16
F3,Stable angina,C,gpt-5.4,high,0.2,0,16
F3,Stable angina,C,gpt-5.4,high,1,0,16
F3,Stable angina,C,gpt-5.4,high,5,16,16
F3,Stable angina,C,gpt-5.4,high,10,16,16
F3,Stable angina,C,gpt-5.4,high,100,16,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,default,13,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,0.01,12,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,0.1,14,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,0.2,15,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,1,15,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,5,16,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,10,16,16
F3,Stable angina,C,DeepSeek-V4-Flash,none,100,16,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,default,2,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,0.01,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,0.1,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,0.2,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,1,4,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,5,8,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,10,11,16
F3,Stable angina,C,DeepSeek-V4-Flash,high,100,12,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,default,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,0.01,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,0.1,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,0.2,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,1,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,5,0,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,10,1,16
F3,Stable angina,C,DeepSeek-V4-Flash,max,100,4,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,default,16,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,0.01,14,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,0.1,14,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,0.2,12,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,1,15,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,5,16,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,10,16,16
F3,Stable angina,C,DeepSeek-V4-Pro,none,100,16,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,default,8,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,0.01,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,0.1,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,0.2,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,1,3,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,5,8,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,10,8,16
F3,Stable angina,C,DeepSeek-V4-Pro,high,100,10,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,default,6,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,0.01,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,0.1,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,0.2,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,1,0,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,5,4,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,10,5,16
F3,Stable angina,C,DeepSeek-V4-Pro,max,100,11,16
F3,Stable angina,C,Claude-Fable-5,low,default,16,16
F3,Stable angina,C,Claude-Fable-5,low,0.01,1,16
F3,Stable angina,C,Claude-Fable-5,low,0.1,1,16
F3,Stable angina,C,Claude-Fable-5,low,0.2,2,16
F3,Stable angina,C,Claude-Fable-5,low,1,13,16
F3,Stable angina,C,Claude-Fable-5,low,5,16,16
F3,Stable angina,C,Claude-Fable-5,low,10,16,16
F3,Stable angina,C,Claude-Fable-5,low,100,16,16
F3,Stable angina,C,Claude-Fable-5,medium,default,16,16
F3,Stable angina,C,Claude-Fable-5,medium,0.01,5,15
F3,Stable angina,C,Claude-Fable-5,medium,0.1,3,16
F3,Stable angina,C,Claude-Fable-5,medium,0.2,3,16
F3,Stable angina,C,Claude-Fable-5,medium,1,15,16
F3,Stable angina,C,Claude-Fable-5,medium,5,16,16
F3,Stable angina,C,Claude-Fable-5,medium,10,16,16
F3,Stable angina,C,Claude-Fable-5,medium,100,16,16
F3,Stable angina,C,Claude-Fable-5,high,default,16,16
F3,Stable angina,C,Claude-Fable-5,high,0.01,3,13
F3,Stable angina,C,Claude-Fable-5,high,0.1,5,16
F3,Stable angina,C,Claude-Fable-5,high,0.2,2,16
F3,Stable angina,C,Claude-Fable-5,high,1,13,16
